1	Remote	Booth	Station	Line Name	Division
600	R355	N138	GREENWOOD-111	A	IND
601	R356	N141	LEFFERTS BLVD	A	IND
602	R357	N181	AQUEDUCT-N CNDT	A	IND
603	R358	N195	BEACH 25 ST	A	IND
604	R359	N307	COURT SQ-23 ST	EMG	IND
605	R359	N400	COURT SQ	EMG	IND
606	R359	N400A	COURT SQ	EMG	IND
607	R360	N401	VAN ALSTON-21ST	G	IND
608	R361	R328	PELHAM PARKWAY	25	IRT
609	R361	R327	PELHAM PARKWAY	25	IRT
610	R362	R329	ALLERTON AVE	25	IRT
611	R363	R330	BURKE AVE	25	IRT
612	R364	R331	GUN HILL ROAD	25	IRT
613	R365	R332	219 ST	25	IRT
614	R366	R333	225 ST	25	IRT
615	R367	R334	233 ST	25	IRT
616	R368	E001	9 AVE	D	BMT
617	R369	E003	FT HAMILTON PKY	D	BMT
618	R370	E009	71 ST	D	BMT
619	R371	E011	79 ST	D	BMT
620	R372	E012	18 AVE	D	BMT
621	R373	E013	20 AVE	D	BMT
622	R374	E014	BAY PARKWAY	D	BMT
623	R375	H039	NEW LOTS AVE	L	BMT
624	R376	H040	EAST 105 ST	L	BMT
625	R377	J007	FLUSHING AVE	JM	BMT
626	R378	J009	MYRTLE AVE	JMZ	BMT
627	R379	J012	KOSCIUSZKO ST	J	BMT
628	R380	J013	GATES AVE	JZ	BMT
629	R381	J016	HALSEY ST	J	BMT
630	R382	N129	GRANT AVE	A	IND
631	R383	N131	HUDSON-80 ST	A	IND
632	R383	N130	HUDSON-80 ST	A	IND
633	R384	N133	BOYD-88 ST	A	IND
634	R385	N134	ROCKAWAY BLVD	A	IND
635	R385	N135	ROCKAWAY BLVD	A	IND
636	R386	R322	174 ST	25	IRT
637	R386	R321	174 ST	25	IRT
638	R387	R323	E TREMONT AVE	25	IRT
639	R387	R323A	E TREMONT AVE	25	IRT
640	R388	R325	E 180 ST	25	IRT
641	R389	R326	BRONX PARK EAST	25	IRT
642	R390	D002	8 AVE	N	BMT
643	R391	D003	FT HAMILTON PKY	N	BMT
644	R391	D004	FT HAMILTON PKY	N	BMT
645	R392	D008	18 AVE	N	BMT
646	R393	D009	20 AVE	N	BMT
647	R394	D010	BAY PKY-22 AVE	N	BMT
648	R394	D011	BAY PKY-22 AVE	N	BMT
649	R395	D012	KINGS HIGHWAY	N	BMT
650	R396	D015	AVE U	N	BMT
651	R397	D016	86 ST	N	BMT
652	R398	D005	NEW UTRECHT AVE	ND	BMT
653	R398	D006	NEW UTRECHT AVE	ND	BMT
654	R399	E015	25 AVE	D	BMT
655	R400	E016	BAY 50 ST	D	BMT
656	R401	K017	CENTRAL AVE	M	BMT
657	R402	K022	SENECA AVE	M	BMT
658	R403	K024	FOREST AVE	M	BMT
659	R404	K025	FRESH POND ROAD	M	BMT
660	R405	R312	JACKSON AVE	25	IRT
661	R406	R314	PROSPECT AVE	25	IRT
662	R406	R315	PROSPECT AVE	25	IRT
663	R407	R316	INTERVALE-163	25	IRT
664	R408	R318	SIMPSON ST	25	IRT
665	R408	R317	SIMPSON ST	25	IRT
666	R409	R320	FREEMAN ST	25	IRT
667	R409	R319	FREEMAN ST	25	IRT
668	R410	X001	NYC & CO - 7 AV	1	IRT
669	R411	B009	PARK PLACE	S	BMT
670	R412	B010	BOTANIC GARDEN	S2345	BMT
671	R413	K019	KNICKERBOCKER	M	BMT
672	R414	N182	HOWARD BCH-JFK	A	IND
673	R414	N182A	HOWARD BCH-JFK	A	IND
674	R415	N183	BROAD CHANNEL	AS	IND
675	R416	N184	BEACH 90 ST	AS	IND
676	R417	N185	BEACH 98 ST	AS	IND
677	R418	N186	BEACH 105 ST	AS	IND
678	R419	N187	ROCKAWAY PK 116	AS	IND
679	R420	N548	DITMAS AVE	F	IND
680	R420	N547	DITMAS AVE	F	IND
681	R421	N551	AVE I	F	IND
682	R422	N553	22 AVE-BAY PKY	F	IND
683	R423	N555	AVE N	F	IND
684	R423	N554	AVE N	F	IND
685	R424	N556	AVE P	F	IND
686	R425	N559	AVE U	F	IND
687	R426	N562	NEPTUNE AVE	F	IND
688	R427	R421	MIDDLETOWN ROAD	6	IRT
689	R428	R422	BUHRE AVE	6	IRT
690	R429	R423	PELHAM BAY PARK	6	IRT
691	R430	R727	PELHAM PARKWAY	5	IRT
692	R431	R730	DYRE AVE	5	IRT
693	R432	J017	CHAUNCEY ST	JZ	BMT
694	R433	J020	ALABAMA AVE	J	BMT
695	R434	J021	VAN SICLEN AVE	JZ	BMT
696	R435	J022	CLEVELAND ST	J	BMT
697	R436	J023	NORWOOD AVE	JZ	BMT
698	R437	J024	CRESCENT ST	JZ	BMT
699	R438	N121B	RALPH AVE	C	IND
700	R439	N122	ROCKAWAY AVE	C	IND
701	R439	N123B	ROCKAWAY AVE	C	IND
702	R440	N125	LIBERTY AVE	C	IND
703	R441	N126	VAN SICLEN AVE	C	IND
704	R442	N127	SHEPHERD AVE	C	IND
705	R443	N209	170 ST	BD	IND
706	R443	N208	170 ST	BD	IND
707	R444	R335	NEREID AVE	25	IRT
708	R445	R401	138 ST-3 AVE	6	IRT
709	R446	R402	BROOK AVE	6	IRT
710	R446	R403	BROOK AVE	6	IRT
711	R447	R404	CYPRESS AVE	6	IRT
712	R447	R405	CYPRESS AVE	6	IRT
713	R448	R406	E 143 ST	6	IRT
714	R448	R407	E 143 ST	6	IRT
715	R449	R408	E 149 ST	6	IRT
716	R449	R409	E 149 ST	6	IRT
717	R450	R410	LONGWOOD AVE	6	IRT
718	R450	R411	LONGWOOD AVE	6	IRT
719	R451	R637	WINTHROP ST	25	IRT
720	R452	R161B	72 ST	123	IRT
721	R452	R161A	72 ST	123	IRT
722	R453	N508	23 ST-6 AVE	FM	IND
723	R454	C015	PROSPECT AVE	R	BMT
724	R455	C017	25 ST	R	BMT
725	R456	R605	HOYT ST	23	IRT
726	R457	MCB1	METROCARD BUS 1	23	BMT
727	R458	MCB2	METROCARD BUS 2	23	BMT
728	R459	OB01	ORCHARD BEACH	6	IND
729	R460	J002	MARCY AVE	JMZ	BMT
730	R460	J001	MARCY AVE	JMZ	BMT
731	R461	N519	BROADWAY/LAFAY	BDFQ6	IND
732	R461	N519A	BROADWAY/LAFAY	BDFQ6	IND
733	R462	A043	CANAL ST	JNQRZ6	BMT
734	R462	A044	CANAL ST	JNQRZ6	BMT
735	R463	A046	CANAL ST	JNQRZ6	BMT
736	R463	R214	CANAL ST	JNQRZ6	IRT
737	R464	N181A	AQUEDUCT TRACK	A	IND
738	R465	MCV1	METROCARD VAN-1	1	BMT
739	R466	MCV2	METROCARD VAN-2	1	BMT
740	R467	MCV3	METROCARD VAN-3	1	BMT
741	R468	TRAM1	RIT-MANHATTAN	R	RIT
742	R469	TRAM2	RIT-ROOSEVELT	R	RIT
743	R470	X002	ELTINGVILLE PK	Z	SRT
744	R526	LI001	LIB-HEMPSTEAD	F	LIB
745	R532	WCCTR	WEST COUNTY CTR	5	BEE
746	R535	JFK01	JFK HOWARD BCH	A	IND
747	R535	JFK02	JFK HOWARD BCH	A	IND
748	R536	JFK03	JFK JAMAICA CT1	E	IND
749	R537	JFK04	JFK JAMAICA CT2	E	IND
750	R538	LGA01	LGA AIRPORT CTB	7	IRT
751	R540	PTH08	PATH WTC	1	PTH
752	R540	PTH21	PATH WTC 2	1	PTH
753	R541	PTH13	THIRTY ST	1	PTH
754	R541	PTH17	THIRTY THIRD ST	1	PTH
755	R542	PTH12	TWENTY THIRD ST	1	PTH
756	R543	PTH05	EXCHANGE PLACE	1	PTH
757	R544	PTH02	HARRISON	1	PTH
758	R545	PTH11	14TH STREET	1	PTH
759	R546	PTH06	PAVONIA/NEWPORT	1	PTH
760	R547	PTH10	9TH STREET	1	PTH
761	R548	PTH09	CHRISTOPHER ST	1	PTH
762	R549	PTH01	NEWARK HW BMEBE	1	PTH
763	R549	PTH18	NEWARK BM BW	1	PTH
764	R549	PTH19	NEWARK C	1	PTH
765	R549	PTH20	NEWARK HM HE	1	PTH
766	R550	PTH07	CITY / BUS	1	PTH
767	R550	PTH16	LACKAWANNA	1	PTH
768	R551	PTH04	GROVE STREET	1	PTH
769	R552	PTH03	JOURNAL SQUARE	1	PTH
